# Locations and occurence times of CCSN in this MW
# 
# CCSN rate = 1.63/century
# Observational period = 1e5 years
# 
# R [kpc]    z [kpc]       phi [rad]    l [rad]       b [rad]       Rs [kpc]      Birthday [yr]
5.9316236    -0.6859726    0.8560917    +0.3470240    -0.0520279    13.1906449    6.8473408e+04
5.6943665    +1.2541263    3.4471728    -0.5090597    +0.3427000    3.7321711     6.8527605e+04
7.6494377    -0.2433079    3.6804587    -1.1129019    -0.0555405    4.3829828     6.8548552e+04
3.9724228    -0.0287004    5.5302802    -0.2339270    -0.0024493    11.7178860    6.8629313e+04
5.3949250    -0.8893973    1.3723062    +0.5051599    -0.0812016    10.9649993    6.8645027e+04
4.5151490    -0.0297920    3.5238423    -0.3724619    -0.0064372    4.6281402     6.8771273e+04
5.0084881    +0.1708815    4.0617975    -0.6299550    +0.0252539    6.7672665     6.8773473e+04
0.9161322    -0.6256159    6.2827810    -0.0000393    -0.0663433    9.4368925     6.8834303e+04
9.7171836    +0.1622545    3.9601198    -1.3143700    +0.0221178    7.3365284     6.8835746e+04
3.8835353    +3.9930240    5.3694314    -0.2756370    +0.3397119    11.9833090    6.8910492e+04
3.7578493    +0.5465878    2.1933704    +0.4506882    +0.0778316    7.0297905     6.8978830e+04
0.6035930    -0.4125349    1.3225939    +0.0675517    -0.0475567    8.6778607     6.8992389e+04
5.1111524    -0.2112043    5.5784007    -0.2610880    -0.0164626    12.8299153    6.9002217e+04
1.6586689    -0.1866043    3.4484154    -0.0722810    -0.0268937    6.9394168     6.9003575e+04
7.5850274    +0.1955595    2.6986317    +1.1018731    +0.0536078    3.6497117     6.9041614e+04
5.9568093    +0.4110979    1.0495558    +0.4232857    +0.0326771    12.5828654    6.9065710e+04
4.4286736    +3.1551583    0.3726795    +0.1270410    +0.2430069    13.1124949    6.9167609e+04
4.1072463    -1.4107715    2.9688387    +0.1572093    -0.3031985    4.7250260     6.9181348e+04
0.7493464    +0.2685305    5.6610914    -0.0479021    +0.0294375    9.1233774     6.9343953e+04
4.7575487    -0.5213892    2.5159091    +0.5404260    -0.0959819    5.4405088     6.9404972e+04
4.6097147    -0.0922800    0.8887646    +0.3040162    -0.0077194    11.9543776    6.9408057e+04
3.0703744    -0.0389771    4.7123854    -0.3466361    -0.0043128    9.0376175     6.9450186e+04
1.1514563    -0.0417178    3.0772013    +0.0100790    -0.0056748    7.3514217     6.9457135e+04
6.7479980    +0.5579143    4.5311696    -0.7390050    +0.0565551    9.8702376     6.9506156e+04
0.9336819    -0.3671013    5.7187167    -0.0537213    -0.0394432    9.3095032     6.9555497e+04
7.0942016    +0.4948200    3.3016750    -0.6470985    +0.2579290    1.9398729     6.9672191e+04
5.6595697    +0.1296539    0.6361518    +0.2521226    +0.0096189    13.4792383    6.9686732e+04
8.4114518    +0.0305577    2.5653067    +1.2649894    +0.0063575    4.8066122     6.9688889e+04
4.8578743    -0.9078488    3.6575911    -0.5110413    -0.1831701    4.9841393     6.9803359e+04
1.4686251    -0.8809216    1.2626163    +0.1551827    -0.0969882    9.0970261     6.9914343e+04
1.5842531    -0.0863004    5.9167895    -0.0568140    -0.0086339    9.9955973     6.9924243e+04
2.2465374    +0.1993600    2.7288864    +0.1389698    +0.0306386    6.5078502     7.0040158e+04
3.7918957    -0.1637641    1.4724978    +0.4021505    -0.0169840    9.6426986     7.0069177e+04
1.0034464    -0.1366631    0.8715841    +0.0837747    -0.0148892    9.1790383     7.0139684e+04
0.2921337    -0.1939289    4.8860221    -0.0336394    -0.0226638    8.5575074     7.0171095e+04
6.2013012    -0.2363142    0.3988584    +0.1678368    -0.0163898    14.4190495    7.0188327e+04
1.6242635    +0.0803289    6.0918429    -0.0305907    +0.0079537    10.0996649    7.0290546e+04
1.7576348    +0.0459213    1.3551505    +0.1910727    +0.0050794    9.0407421     7.0316702e+04
4.4502024    +0.4311980    5.7571288    -0.1790211    +0.0343475    12.5564673    7.0327817e+04
7.0945543    +0.1027696    2.9160890    +0.7857939    +0.0457958    2.2448665     7.0479978e+04
8.3228511    +0.7499249    0.2089377    +0.1033647    +0.0447921    16.7479428    7.0485534e+04
5.9054932    -0.5417212    3.7469001    -0.7449525    -0.1088592    4.9861913     7.0556805e+04
13.6545688   +0.3143654    5.9056167    -0.2332077    +0.0144311    21.7847089    7.0645462e+04
5.4222877    -2.5988005    3.4329169    -0.4402246    -0.6181355    4.4844277     7.0754451e+04
2.0841143    +0.1631072    3.3144485    -0.0555443    +0.0252555    6.4589616     7.0915000e+04
2.0826689    +0.1946751    5.2875209    -0.1794697    +0.0198823    9.7920376     7.0987492e+04
3.2113515    -0.0597970    0.9820791    +0.2541028    -0.0056282    10.6245726    7.1042487e+04
1.5105183    +0.0607412    0.3037346    +0.0454126    +0.0061036    9.9518214     7.1142038e+04
1.8423043    +0.0718893    3.2226290    -0.0223756    +0.0107850    6.6657976     7.1156623e+04
6.4635930    -1.4944265    6.1132376    -0.0733823    -0.0998922    14.9853074    7.1176783e+04
0.6128835    -0.3788013    0.4822966    +0.0314245    -0.0418439    9.0553663     7.1194555e+04
9.5798947    +0.9565175    2.5328940    +1.4543579    +0.1717269    5.5974639     7.1245251e+04
2.1825463    -0.0465799    4.6085534    -0.2565866    -0.0054455    8.5539439     7.1266998e+04
1.6686912    +0.1492561    4.7684512    -0.1914998    +0.0170493    8.7547893     7.1507577e+04
2.4690053    +0.5624678    1.9851820    +0.2924667    +0.0716317    7.8589330     7.1510030e+04
1.3458367    -0.0699617    2.8131167    +0.0600110    -0.0096641    7.2394878     7.1617030e+04
4.4483437    +0.3094538    0.4057321    +0.1385907    +0.0243443    12.7128246    7.1663554e+04
2.7862526    +0.0818850    4.9444454    -0.2883762    +0.0085881    9.5348402     7.1667145e+04
1.3888172    +0.0139605    2.0511839    +0.1554665    +0.0017551    7.9541395     7.1719884e+04
9.4837951    -0.1016967    0.2112897    +0.1114456    -0.0056865    17.8841213    7.1756347e+04
2.3099784    -1.2026325    2.2660847    +0.2474852    -0.1645880    7.3400223     7.1793045e+04
2.7898579    +0.6617159    1.4701334    +0.3061884    +0.0717347    9.2324056     7.1806446e+04
4.9093923    -0.4518603    5.8461765    -0.1591165    -0.0344436    13.1214549    7.1902510e+04
2.1941792    +0.4346887    2.8783885    +0.0892214    +0.0677435    6.4215987     7.1917816e+04
5.7351511    +1.0041220    0.4623033    +0.1854705    +0.0722639    13.9073086    7.1953165e+04
7.1231637    +0.1620402    5.9159624    -0.1672473    +0.0105473    15.3634610    7.2025489e+04
3.3634249    +0.3121390    1.9339924    +0.4064243    +0.0392281    7.9590649     7.2041901e+04
19.1313890   -0.0032435    2.2658964    +1.8208774    -0.0002139    15.1644384    7.2111786e+04
3.5419930    +0.0822503    2.4400207    +0.3757755    +0.0132033    6.2297189     7.2144647e+04
3.9435572    -0.7401611    4.2480386    -0.4823616    -0.0970683    7.6371418     7.2185860e+04
1.4837280    +0.5212738    2.4932127    +0.1218441    +0.0705922    7.3904365     7.2200387e+04
0.1419022    +0.0109203    4.2177603    -0.0148098    +0.0012949    8.4335702     7.2326199e+04
1.4152072    +0.1919114    1.1655133    +0.1426072    +0.0209688    9.1528907     7.2344500e+04
2.1542271    -0.3597401    3.8008959    -0.1917528    -0.0519076    6.9335045     7.2404364e+04
4.1047821    -0.1383044    5.6240101    -0.2108726    -0.0115144    12.0116741    7.2442786e+04
2.5778589    -0.0720609    0.3805720    +0.0876763    -0.0065896    10.9356607    7.2471865e+04
8.5652120    +0.1340513    4.8061728    -0.7419850    +0.0106223    12.6200851    7.2484497e+04
6.8669786    -1.0107083    3.3930925    -0.7460251    -0.3817341    2.7130898     7.2776029e+04
1.0713108    -0.3637883    5.7016081    -0.0625585    -0.0386258    9.4206254     7.2823638e+04
2.1026336    +0.3036915    2.1825985    +0.2317916    +0.0405092    7.4989007     7.2870399e+04
0.7670580    -0.4061483    2.1924949    +0.0772722    -0.0502400    8.0875601     7.2888675e+04
1.9514727    +1.0970194    2.1616665    +0.2152352    +0.1435791    7.6668389     7.2910612e+04
5.2809212    +0.1356455    3.1652625    -0.0387896    +0.0420621    3.2258356     7.2976102e+04
1.3772023    -0.0628762    2.5200244    +0.1082364    -0.0084693    7.4240903     7.3031624e+04
2.1295953    +0.2451093    3.2920917    -0.0498913    +0.0382650    6.4071336     7.3219009e+04
9.3386549    -0.1417971    2.4539882    +1.3575617    -0.0233773    6.0661394     7.3272503e+04
3.4156361    +0.9933090    3.4679915    -0.2050963    +0.1826602    5.4683739     7.3352853e+04
1.1753897    -0.2402084    2.7614837    +0.0587963    -0.0323560    7.4252152     7.3373022e+04
1.4248258    +1.6805269    0.2036162    +0.0291081    +0.1681543    10.0412127    7.3424997e+04
2.0632564    +0.5701797    5.1678748    -0.1944684    +0.0593959    9.6052973     7.3429894e+04
8.2636423    -0.2561560    3.9449983    -1.1359151    -0.0390405    6.5629627     7.3444807e+04
0.7240625    -0.0783765    2.1060297    +0.0764496    -0.0096111    8.1548926     7.3617623e+04
11.3290461   -0.3652061    1.2223848    +0.7108308    -0.0223738    16.3243124    7.3708336e+04
13.4744957   -0.0886657    5.0974314    -0.7442269    -0.0048096    18.4352078    7.3793625e+04
3.3166767    +1.4955260    0.7018232    +0.1916995    +0.1322920    11.3377744    7.3799892e+04
3.6977044    -0.3806995    0.4236956    +0.1273733    -0.0317999    11.9737418    7.3807401e+04
9.2283601    -0.2315143    2.3311482    +1.2610592    -0.0329630    7.0247249     7.4007252e+04
2.7004171    +0.0583843    2.4812135    +0.2545117    +0.0088738    6.5795205     7.4084618e+04
5.2362198    -0.5435462    3.9435508    -0.6589821    -0.0882072    6.1701487     7.4135284e+04
0.2854843    -0.0308807    0.4850436    +0.0152065    -0.0035278    8.7536216     7.4157770e+04
2.4206028    +1.3002745    4.1289945    -0.2747656    +0.1728865    7.5585714     7.4165526e+04
0.6902920    +0.7507488    3.3663260    -0.0196510    +0.0956061    7.8644933     7.4187787e+04
6.1174403    -0.4535132    2.7787180    +0.6629501    -0.1278354    3.5573146     7.4201326e+04
0.3623042    +0.8258530    4.1065394    -0.0358939    +0.0991855    8.3400175     7.4269985e+04
13.1366705   +0.0087695    2.5437714    +1.8795488    +0.0011300    7.7608720     7.4343522e+04
10.4523222   -0.1588172    5.5411493    -0.4110720    -0.0089842    17.6776735    7.4366037e+04
3.3017291    -0.1114760    2.3604059    +0.3611193    -0.0169403    6.5808487     7.4426518e+04
2.7293483    -0.5679159    5.9420330    -0.0822887    -0.0510747    11.1241544    7.4454334e+04
2.2871174    -0.2990996    4.9544014    -0.2406504    -0.0320929    9.3213982     7.4576119e+04
7.5930989    +0.1519803    0.3650570    +0.1721270    +0.0096025    15.8273441    7.4576301e+04
5.2830533    -0.3966376    3.2109148    -0.1128255    -0.1214306    3.2744128     7.4596141e+04
4.4530314    -0.1240683    2.7646392    +0.3596268    -0.0266317    4.6592193     7.4640358e+04
7.6515876    -0.1093926    4.7124510    -0.7328905    -0.0095645    11.4375182    7.4665082e+04
2.8068622    +1.7717020    4.6511567    -0.3245062    +0.1989637    8.9636728     7.4764203e+04
1.8624146    -0.2551353    5.3172771    -0.1589105    -0.0263479    9.6844397     7.4770010e+04
4.2949204    -1.7317803    3.3723075    -0.2236022    -0.3727208    4.7556690     7.4789756e+04
2.0393155    -0.1909976    3.8806869    -0.1939782    -0.0267948    7.1289991     7.4851889e+04
2.9416819    +0.2142442    4.7306257    -0.3311878    +0.0236816    9.0477254     7.4982006e+04
3.7243780    +0.4356266    1.1488435    +0.3267651    +0.0411303    10.5943725    7.5007440e+04
0.2165749    +0.0901722    5.4404728    -0.0186998    +0.0104294    8.6460995     7.5043221e+04
2.4146874    -0.2547119    1.9155725    +0.2875629    -0.0317770    8.0169428     7.5119995e+04
2.2533242    -0.6162034    1.3585994    +0.2406892    -0.0665833    9.2614705     7.5157337e+04
2.7274546    +0.2477280    1.3819444    +0.2889458    +0.0263430    9.4050447     7.5162623e+04
2.8222159    -0.0942037    3.9161002    -0.2955449    -0.0139004    6.7772407     7.5173732e+04
1.1980879    -0.1120674    5.5560513    -0.0845664    -0.0118851    9.4294312     7.5191015e+04
7.6511567    -1.7538224    5.7688197    -0.2433610    -0.1118020    15.7195864    7.5213962e+04
3.7056484    -0.3675879    1.1205614    +0.3186762    -0.0345056    10.6551103    7.5275825e+04
4.4810842    +0.5815766    5.4035079    -0.2951650    +0.0489582    11.8837897    7.5289768e+04
1.0120236    -2.3925913    3.8286961    -0.0829858    -0.2996474    8.1054422     7.5344041e+04
13.2420487   -0.2200412    4.3916121    -1.2393468    -0.0165555    13.2917525    7.5348747e+04
2.0536753    -0.1147479    5.6428136    -0.1203463    -0.0112265    10.2213576    7.5444665e+04
2.4727575    -2.1349414    5.9220648    -0.0806220    -0.1943128    11.0565848    7.5514583e+04
0.3183449    -0.5091224    5.2855476    -0.0308310    -0.0586094    8.6916823     7.5555984e+04
6.5378810    +0.1565228    1.5626155    +0.6526077    +0.0145378    10.7669690    7.5695290e+04
8.8556594    +0.1229540    3.3551903    -1.6528678    +0.0651858    1.8875459     7.5802058e+04
4.1799294    +0.6336181    0.4638144    +0.1516214    +0.0511347    12.3965682    7.5834755e+04
0.9008837    -0.0369353    1.6353500    +0.1060938    -0.0043506    8.4896997     7.5885225e+04
0.7978328    -0.1589327    5.3428601    -0.0717190    -0.0176702    8.9948664     7.5888994e+04
3.1842954    -2.9060870    0.1255262    +0.0341796    -0.2441373    12.0225696    7.5945207e+04
4.6284775    +1.8830350    0.0732605    +0.0258238    +0.1425458    13.2548739    7.5966916e+04
3.6306583    +0.2949204    2.3566306    +0.4083081    +0.0456011    6.4696332     7.6061144e+04
2.0871603    -1.3657590    0.5110823    +0.0985969    -0.1309390    10.4603657    7.6324239e+04
2.8630312    +0.0773493    5.6300245    -0.1601090    +0.0070875    10.9135810    7.6385024e+04
4.0848831    +0.0197216    5.9226703    -0.1164113    +0.0015897    12.4062704    7.6434146e+04
9.7270372    +0.1439341    4.6629483    -0.8807339    +0.0114253    12.5981667    7.6514214e+04
4.5699227    +0.7637692    0.8403556    +0.2866306    +0.0633497    12.0644631    7.6527130e+04
1.4092987    +1.4196156    2.4000960    +0.1268936    +0.1865545    7.6539755     7.6557095e+04
8.0647207    +0.0825620    3.6193806    -1.2244222    +0.0209388    3.9432935     7.6664750e+04
0.3555379    -1.3842518    4.1769774    -0.0367424    -0.1647841    8.4385347     7.6683239e+04
6.2048748    -1.7374915    2.7634611    +0.6975083    -0.4533402    3.9671403     7.6711267e+04
1.7702584    -0.2179518    6.1033857    -0.0309009    -0.0212674    10.2489304    7.6736085e+04
7.8077730    +0.1722811    0.7240703    +0.3459604    +0.0112947    15.2536134    7.6815284e+04
5.3578020    +0.2968128    1.3403795    +0.4923774    +0.0268924    11.0383830    7.6881369e+04
1.2661289    +0.1797838    5.4418149    -0.1006849    +0.0191412    9.3930838     7.7155537e+04
4.0063771    +0.4060650    1.1655908    +0.3502362    +0.0378231    10.7384729    7.7160872e+04
6.5209353    -3.3253156    4.1668929    -0.8282005    -0.4140573    8.2652040     7.7212748e+04
3.3678286    +0.0854678    1.9991609    +0.4072951    +0.0110509    7.7341823     7.7352466e+04
2.3354418    -0.1507280    1.5751018    +0.2684412    -0.0171162    8.8065924     7.7373733e+04
1.5594337    +0.0599365    4.5120804    -0.1844845    +0.0071942    8.3313031     7.7378402e+04
7.0239401    -0.4688976    4.0185100    -0.9322715    -0.0696146    6.7410656     7.7397115e+04
3.1982535    -0.0522617    1.8672463    +0.3841998    -0.0064040    8.1607922     7.7404249e+04
1.5187709    -0.2204254    5.0181308    -0.1603086    -0.0242886    9.0761677     7.7641694e+04
13.0390760   +0.1002286    6.1910885    -0.0557591    +0.0046580    21.5174916    7.7654855e+04
0.7875406    -0.2921416    2.1720929    +0.0804529    -0.0361376    8.0858954     7.7665579e+04
0.9692662    +0.1671513    0.3069558    +0.0310673    +0.0177264    9.4299918     7.7707048e+04
2.5699287    -0.1359838    3.5064281    -0.1492197    -0.0220440    6.1692564     7.7735957e+04
5.9046303    -1.5134969    0.0566746    +0.0232303    -0.1047264    14.4783591    7.7757185e+04
2.2085631    +0.4302093    3.1550004    -0.0047064    +0.0682710    6.3063962     7.7908015e+04
8.0407091    +0.0294856    3.2331781    -0.9802237    +0.0332920    0.8858305     7.7920114e+04
2.9645379    +0.2816987    1.7134795    +0.3484207    +0.0327634    8.5994995     7.7958072e+04
6.0454325    -0.7627041    1.6957351    +0.6588787    -0.0776904    9.8271106     7.7980050e+04
2.1455048    +1.3112669    5.1449951    -0.2043376    +0.1357617    9.6883296     7.8077780e+04
5.8588351    -0.3287561    1.9563008    +0.7115017    -0.0395216    8.3205590     7.8202766e+04
4.6525290    -0.0295030    0.1462675    +0.0517052    -0.0022486    13.1204166    7.8217917e+04
3.8342147    +0.4144186    4.8497872    -0.3983355    +0.0422979    9.8005425     7.8359009e+04
1.7601456    +1.3425582    1.6086687    +0.2056152    +0.1545993    8.7188079     7.8379946e+04
4.8004021    +0.0623619    0.7911706    +0.2799455    +0.0050472    12.3559070    7.8414857e+04
4.4313767    -0.0235070    0.8127220    +0.2717895    -0.0019611    11.9867094    7.8428037e+04
6.2744775    -0.0574385    1.1582683    +0.4809473    -0.0046227    12.4252823    7.8430469e+04
10.1784017   -0.0900052    4.7412712    -0.8580357    -0.0066928    13.4482279    7.8431123e+04
22.9979658   +0.0192915    5.8907968    -0.2874219    +0.0006219    31.0227045    7.8468662e+04
2.1949594    +1.1055790    3.6011746    -0.1479477    +0.1658489    6.6968387     7.8475412e+04
3.5637233    +0.3211798    3.1251244    +0.0118869    +0.0649627    4.9475448     7.8483808e+04
0.2949410    +0.0806802    4.7585568    -0.0345927    +0.0094707    8.5190905     7.8583495e+04
5.7925631    +0.3695382    1.3872329    +0.5374013    +0.0332030    11.1317183    7.8731675e+04
1.4096441    +0.0612981    3.4709454    -0.0635362    +0.0085364    7.1808720     7.8761259e+04
1.3584388    +0.1965657    5.4112780    -0.1104897    +0.0208384    9.4335348     7.8927587e+04
0.1897643    +0.1728805    0.0270598    +0.0005909    +0.0198923    8.6914159     7.8943633e+04
2.7155218    +1.7535776    2.8819581    +0.1181015    +0.2881299    6.1710985     7.8944348e+04
1.7309443    -0.1349221    2.7059532    +0.1050042    -0.0193576    6.9704161     7.9053733e+04
9.9299873    -0.0373578    6.1948946    -0.0475728    -0.0020290    18.4121779    7.9073040e+04
3.9148891    +0.3470734    1.2295624    +0.3596973    +0.0331029    10.4866023    7.9183997e+04
2.3663799    +0.4233118    0.1076686    +0.0234271    +0.0389748    10.8639061    7.9236907e+04
14.1102614   +0.9582344    5.9279613    -0.2221226    +0.0429887    22.2972293    7.9270032e+04
4.6917907    -0.1284963    2.6896721    +0.4465419    -0.0270770    4.7461685     7.9526514e+04
1.8660704    +0.1069577    3.0362733    +0.0295162    +0.0160893    6.6480252     7.9540237e+04
3.7945743    +0.8847484    4.0959564    -0.4563960    +0.1252777    7.0808069     7.9595111e+04
19.3313280   +1.2434025    0.4819524    +0.3363272    +0.0457647    27.1789418    7.9650756e+04
11.9795931   +0.0134721    4.6585727    -0.9897253    +0.0009414    14.3110539    7.9723760e+04
6.5221770    -3.0198281    4.1129803    -0.8406716    -0.3957765    7.8330329     7.9781284e+04
4.9149193    -0.4956750    1.8105240    +0.5771330    -0.0565862    8.7643203     7.9823258e+04
5.6024680    -0.3228969    0.1612920    +0.0640418    -0.0229639    14.0622788    7.9843339e+04
0.3282417    +0.1379273    3.6986628    -0.0211055    +0.0167713    8.2243739     7.9928631e+04
4.1196241    -0.7173880    4.1222589    -0.5039197    -0.1008581    7.1249146     8.0015895e+04
5.3267500    +0.0970824    5.3049515    -0.3675663    +0.0078951    12.2966449    8.0020430e+04
15.0718632   +0.1552594    3.0946411    +3.0340971    +0.0235437    6.5951386     8.0124447e+04
4.4429275    -0.5923842    3.9557276    -0.5350909    -0.0932312    6.3631373     8.0274166e+04
3.6262163    -0.0018464    5.8816126    -0.1191655    -0.0001549    11.9222922    8.0334469e+04
12.1427752   -0.4752676    1.9153318    +1.2034071    -0.0387893    12.2556165    8.0348107e+04
6.0390025    +0.2720124    0.3926723    +0.1626816    +0.0190625    14.2703495    8.0354116e+04
6.9948925    +0.1220768    4.3305621    -0.8336113    +0.0139228    8.7683762     8.0360162e+04
3.3196076    +2.3033696    5.7853238    -0.1379741    +0.1972401    11.7540613    8.0417385e+04
0.5811053    -0.1911439    5.0843367    -0.0620667    -0.0218966    8.7300902     8.0452168e+04
6.9376447    +4.5926426    5.4813979    -0.3580249    +0.3122575    14.9496316    8.0481202e+04
7.3477591    +0.2875391    3.9956929    -0.9853095    +0.0432302    6.6534177     8.0485078e+04
3.1011451    +0.2943649    3.9772100    -0.3440314    +0.0431377    6.8259618     8.0642645e+04
1.4845371    -0.1405273    1.6164942    +0.1740919    -0.0164122    8.5627517     8.0669910e+04
5.9371192    +0.0362091    4.9173309    -0.5395035    +0.0032000    11.3155292    8.0703036e+04
0.1765417    +0.1902601    5.0915490    -0.0191449    +0.0222051    8.5690276     8.0809022e+04
0.6320312    -0.2155152    1.4424748    +0.0729206    -0.0250438    8.6064443     8.0843840e+04
4.1062335    +0.3919467    4.0971314    -0.5005542    +0.0560360    6.9982100     8.0879793e+04
4.5900270    -0.0901636    2.2453121    +0.5667214    -0.0135021    6.6779455     8.0933079e+04
2.9037806    +0.4356555    3.2158575    -0.0384254    +0.0775239    5.6252585     8.1035283e+04
2.0136579    +0.0180123    2.1110968    +0.2273478    +0.0023511    7.6613526     8.1053827e+04
1.4011089    +1.9093041    4.8639200    -0.1576717    +0.2131634    9.0251896     8.1080766e+04
1.4765621    +0.5149591    2.2437147    +0.1511762    +0.0670636    7.6844226     8.1100271e+04
3.2906046    +0.0854503    4.9635424    -0.3295959    +0.0086768    9.8482352     8.1101027e+04
3.9024384    +0.1577321    6.0409432    -0.0760314    +0.0127980    12.3251109    8.1119644e+04
5.6789895    -0.1663243    1.1769618    +0.4564775    -0.0139790    11.8985365    8.1219341e+04
9.0430000    +0.3498285    4.9537438    -0.6889734    +0.0253225    13.8163947    8.1220585e+04
3.6181192    -0.5812055    5.7455727    -0.1582819    -0.0494044    11.7690230    8.1263678e+04
2.0458333    +0.1276729    1.1984167    +0.2032915    +0.0135257    9.4395733     8.1271294e+04
5.9237916    -2.6219758    6.1769025    -0.0436412    -0.1800586    14.6407744    8.1287053e+04
3.8305189    -0.7737763    3.8951383    -0.4305526    -0.1226019    6.3271298     8.1295136e+04
6.1557870    -0.5557769    3.5369021    -0.6992059    -0.1497646    3.7249128     8.1295342e+04
2.5483952    +0.1028754    5.7374344    -0.1232478    +0.0095608    10.7603190    8.1408835e+04
5.6443756    +1.0755096    1.2647261    +0.4854945    +0.0929821    11.5835263    8.1427688e+04
11.9384637   +0.4431703    0.6262797    +0.3675594    +0.0227538    19.4784326    8.1472390e+04
0.4587895    +0.2078363    4.2381248    -0.0491918    +0.0250337    8.3031207     8.1474533e+04
7.0928798    -1.1744660    3.6169387    -0.9765375    -0.2912621    4.0899165     8.1594763e+04
4.7117601    -0.5244446    2.9590462    +0.2177119    -0.1316691    3.9945832     8.1624771e+04
5.7560295    +0.0102162    1.3864674    +0.5346680    +0.0009200    11.1048213    8.1705306e+04
1.3802873    -0.4124835    0.8201837    +0.1065029    -0.0434136    9.5042320     8.1705839e+04
1.7681366    -0.3236815    4.4725378    -0.2094479    -0.0391643    8.2668300     8.1745796e+04
1.2652085    -0.0654865    2.0857746    +0.1388910    -0.0082335    7.9537249     8.1752927e+04
4.5185912    -0.3979017    2.0262256    +0.5572405    -0.0518086    7.6836588     8.1779480e+04
1.2199841    -0.5012628    0.0408160    +0.0051220    -0.0515294    9.7320133     8.1843946e+04
8.0650651    -1.3078725    3.8821985    -1.1329626    -0.2143252    6.1492509     8.1916256e+04
7.0882819    -0.2559057    4.1807162    -0.8942060    -0.0326461    7.8401676     8.1991313e+04
1.7870324    +0.0949595    0.3367900    +0.0579073    +0.0093061    10.2041824    8.2004255e+04
5.0365197    -1.5972010    1.8834581    +0.6036208    -0.1869703    8.5925117     8.2065565e+04
3.2207683    +0.5299580    1.7347741    +0.3791946    +0.0616595    8.6003547     8.2067143e+04
8.7810168    +0.0880209    1.4369496    +0.7326925    +0.0067652    13.0109447    8.2183555e+04
1.9316700    -0.0083924    4.6883915    -0.2245820    -0.0009678    8.6714160     8.2270801e+04
1.3593006    +0.1623917    4.1004514    -0.1431540    +0.0208193    7.8006096     8.2416098e+04
4.0127684    +0.5934506    1.3316369    +0.3912532    +0.0579848    10.2403205    8.2629728e+04
5.3228780    -0.1524891    4.0088486    -0.6764008    -0.0235130    6.4859119     8.2709737e+04
6.2738235    +0.6965586    2.2507160    +0.8196450    +0.1039793    6.7110953     8.2724654e+04
4.6065211    -0.3909768    5.1760711    -0.3719903    -0.0344776    11.3422660    8.2797861e+04
2.5839833    +0.6210721    1.6440766    +0.3006821    +0.0712569    8.7233333     8.2824908e+04
0.1616867    +0.0595328    5.5880200    -0.0120078    +0.0069024    8.6249942     8.2853479e+04
2.4621863    -0.0513571    0.3912358    +0.0869090    -0.0047478    10.8170873    8.2949267e+04
2.6475386    +0.6025622    2.3463119    +0.2771172    +0.0869798    6.9363561     8.2976909e+04
0.2393564    +0.0959414    0.4401269    +0.0116989    +0.0110056    8.7176696     8.3012999e+04
1.7900088    -0.0841848    2.1079334    +0.2000713    -0.0108783    7.7389127     8.3026522e+04
5.8896659    +1.5692110    4.2387348    -0.7336816    +0.1978552    7.9830923     8.3046941e+04
1.0750432    -0.1130961    4.3895724    -0.1243119    -0.0137538    8.2231827     8.3070142e+04
0.5492357    +0.7041168    2.2708831    +0.0515184    +0.0861075    8.1872923     8.3076720e+04
5.4741555    -0.4747559    5.1491849    -0.4299888    -0.0398779    11.9084002    8.3153926e+04
4.1547539    +0.6443507    4.8044656    -0.4359070    +0.0656671    9.8194414     8.3213393e+04
8.2308068    +0.2285190    5.0815187    -0.5898065    +0.0165560    13.8033845    8.3323348e+04
8.9474826    +0.7117616    1.2498655    +0.6434322    +0.0502504    14.1702602    8.3647873e+04
1.8471799    +0.4355379    4.9610445    -0.1973365    +0.0476584    9.1422014     8.3662096e+04
2.7949460    -0.2205207    3.5274589    -0.1761274    -0.0367159    6.0074828     8.3702909e+04
2.3083904    -0.8447975    0.4154571    +0.0875707    -0.0791369    10.6862852    8.3784599e+04
2.8924563    -0.1916600    4.6248258    -0.3361245    -0.0219358    8.7380147     8.3859271e+04
3.8487166    +0.1760702    5.9723617    -0.0964667    +0.0144061    12.2223817    8.3859399e+04
2.1794603    +1.3503034    2.4868960    +0.1935411    +0.1932536    7.0308920     8.3885698e+04
1.2097577    +1.2465497    2.9673180    +0.0286933    +0.1688662    7.4170775     8.3923767e+04
7.7001905    -0.6394733    5.2447691    -0.4909999    -0.0454156    14.0853272    8.3950754e+04
3.2831594    +0.3504921    2.7011996    +0.2478814    +0.0613646    5.7152237     8.3991202e+04
3.1605101    -0.2447405    5.1826387    -0.2764112    -0.0237017    10.3268418    8.4021767e+04
8.6160108    +0.8872202    2.0137705    +1.0176024    +0.0966727    9.1918795     8.4053842e+04
2.3775327    +1.3322114    4.1614296    -0.2722690    +0.1750439    7.6497320     8.4127208e+04
12.6495664   -0.4259212    1.0344394    +0.6283737    -0.0230221    18.5022002    8.4280608e+04
3.4698189    -0.6457485    5.8488480    -0.1247080    -0.0549543    11.7565542    8.4295134e+04
4.1525947    +0.0236819    4.0013371    -0.4977747    +0.0035938    6.5895896     8.4343807e+04
1.8212672    -0.2005348    2.1914107    +0.1965510    -0.0264254    7.5895985     8.4382268e+04
5.3303535    -0.1830638    1.8689726    +0.6337016    -0.0212715    8.6066976     8.4485256e+04
